Date,Home Team,Away Team,Result,Stage,Scoresheet_Home,Scorer_Home,Scoresheet_Away,Scorer_Away
"Mar 6, 2012",Benfica,Zenit S-Pb,2:0,Last 16 Leg 2,"[""45+1'"", ""90+3'""]","['Maximiliano Pereira', 'Nélson Oliveira']",[],[]
"Mar 7, 2012",APOEL Nicosia,Olympique Lyon,5:3 on pens,Last 16 Leg 2,"[""9'""]",['Gustavo Manduca'],[],[]
"Mar 7, 2012",Barcelona,B. Leverkusen,7:1,Last 16 Leg 2,"[""25'"", ""42'"", ""50'"", ""56'"", ""58'"", ""62'"", ""85'""]","['Lionel Messi', 'Lionel Messi', 'Lionel Messi', 'Cristian Tello', 'Lionel Messi', 'Cristian Tello', 'Lionel Messi']","[""90+1'""]",['Karim Bellarabi']
"Mar 13, 2012",Bayern Munich,FC Basel,7:0,Last 16 Leg 2,"[""11'"", ""42'"", ""44'"", ""50'"", ""61'"", ""67'"", ""81'""]","['Arjen Robben', 'Thomas Müller', 'Mario Gómez', 'Mario Gómez', 'Mario Gómez', 'Mario Gómez', 'Arjen Robben']",[],[]
"Mar 13, 2012",Inter,Marseille,2:1,Last 16 Leg 2,"[""75'"", ""90+6'""]","['Diego Milito', 'Giampaolo Pazzini']","[""90+2'""]",['Brandão']
"Mar 14, 2012",Chelsea,SSC Napoli,4:1 AET,Last 16 Leg 2,"[""28'"", ""47'"", ""75'"", ""105'""]","['Didier Drogba', 'John Terry', 'Frank Lampard', 'Branislav Ivanovic']","[""55'""]",['Gökhan Inler']
"Mar 14, 2012",Real Madrid,CSKA Moscow,4:1,Last 16 Leg 2,"[""26'"", ""55'"", ""70'"", ""90+4'""]","['Gonzalo Higuaín', 'Cristiano Ronaldo', 'Karim Benzema', 'Cristiano Ronaldo']","[""77'""]",['Zoran Tosic']
"Mar 27, 2012",APOEL Nicosia,Real Madrid,0:3,Quarter Finals Leg 1,[],[],"[""74'"", ""82'"", ""90'""]","['Karim Benzema', 'Kaká', 'Karim Benzema']"
"Mar 27, 2012",Benfica,Chelsea,0:1,Quarter Finals Leg 1,[],[],"[""75'""]",['Salomon Kalou']
"Mar 28, 2012",Marseille,Bayern Munich,0:2,Quarter Finals Leg 1,[],[],"[""44'"", ""69'""]","['Mario Gómez', 'Arjen Robben']"
"Mar 28, 2012",AC Milan,Barcelona,0:0,Quarter Finals Leg 1,[],[],[],[]
"Apr 3, 2012",Bayern Munich,Marseille,2:0,Quarter Finals Leg 2,"[""13'"", ""37'""]","['Ivica Olic', 'Ivica Olic']",[],[]
"Apr 3, 2012",Barcelona,AC Milan,3:1,Quarter Finals Leg 2,"[""11'"", ""42'"", ""53'""]","['Lionel Messi', 'Lionel Messi', 'Andrés Iniesta']","[""32'""]",['Antonio Nocerino']
"Apr 4, 2012",Real Madrid,APOEL Nicosia,5:2,Quarter Finals Leg 2,"[""26'"", ""37'"", ""75'"", ""80'"", ""84'""]","['Cristiano Ronaldo', 'Kaká', 'Cristiano Ronaldo', 'José Callejón', 'Ángel Di María']","[""67'"", ""82'""]","['Gustavo Manduca', 'Esteban Solari']"
"Apr 4, 2012",Chelsea,Benfica,2:1,Quarter Finals Leg 2,"[""21'"", ""90+2'""]","['Frank Lampard', 'Raúl Meireles']","[""85'""]",['Javi García']
"Apr 17, 2012",Bayern Munich,Real Madrid,2:1,Semi Finals Leg 1,"[""17'"", ""90'""]","['Franck Ribéry', 'Mario Gómez']","[""53'""]",['Mesut Özil']
"Apr 18, 2012",Chelsea,Barcelona,1:0,Semi Finals Leg 1,"[""45+2'""]",['Didier Drogba'],[],[]
"Apr 24, 2012",Barcelona,Chelsea,2:2,Semi Finals Leg 2,"[""35'"", ""43'""]","['Sergio Busquets', 'Andrés Iniesta']","[""45+1'"", ""90+2'""]","['Ramires', 'Fernando Torres']"
"Apr 25, 2012",Real Madrid,Bayern Munich,3:4 on pens,Semi Finals Leg 2,"[""6'"", ""14'""]","['Cristiano Ronaldo', 'Cristiano Ronaldo']","[""27'""]",['Arjen Robben']
"May 19, 2012",Bayern Munich,Chelsea,4:5 on pens,Final,"[""83'""]",['Thomas Müller'],"[""88'""]",['Didier Drogba']
"Sep 18, 2012",Dinamo Zagreb,FC Porto,0:2,Group A,[],[],"[""41'"", ""90+2'""]","['Lucho González', 'Steven Defour']"
"Sep 18, 2012",Paris SG,Dynamo Kyiv,4:1,Group A,"[""19'"", ""30'"", ""33'"", ""90+1'""]","['Zlatan Ibrahimović', 'Thiago Silva', 'Alex', 'Javier Pastore']","[""86'""]",['Miguel Veloso']
"Oct 3, 2012",FC Porto,Paris SG,1:0,Group A,"[""83'""]",['James Rodríguez'],[],[]
"Oct 3, 2012",Dynamo Kyiv,Dinamo Zagreb,2:0,Group A,"[""3'"", ""33'""]","['Oleg Gusev', 'Josip Pivaric']",[],[]
"Oct 24, 2012",FC Porto,Dynamo Kyiv,3:2,Group A,"[""15'"", ""36'"", ""77'""]","['Varela', 'Jackson Martínez', 'Jackson Martínez']","[""21'"", ""72'""]","['Oleg Gusev', 'Brown Ideye']"
"Oct 24, 2012",Dinamo Zagreb,Paris SG,0:2,Group A,[],[],"[""33'"", ""43'""]","['Zlatan Ibrahimović', 'Jérémy Ménez']"
"Nov 6, 2012",Dynamo Kyiv,FC Porto,0:0,Group A,[],[],[],[]
"Nov 6, 2012",Paris SG,Dinamo Zagreb,4:0,Group A,"[""16'"", ""61'"", ""65'"", ""80'""]","['Alex', 'Blaise Matuidi', 'Jérémy Ménez', 'Guillaume Hoarau']",[],[]
"Nov 21, 2012",Dynamo Kyiv,Paris SG,0:2,Group A,[],[],"[""45'"", ""52'""]","['Ezequiel Lavezzi', 'Ezequiel Lavezzi']"
"Nov 21, 2012",FC Porto,Dinamo Zagreb,3:0,Group A,"[""20'"", ""67'"", ""85'""]","['Lucho González', 'João Moutinho', 'Varela']",[],[]
"Dec 4, 2012",Paris SG,FC Porto,2:1,Group A,"[""29'"", ""61'""]","['Thiago Silva', 'Ezequiel Lavezzi']","[""33'""]",['Jackson Martínez']
"Dec 4, 2012",Dinamo Zagreb,Dynamo Kyiv,1:1,Group A,"[""90+5'""]",['Ivan Krstanovic'],"[""45+1'""]",['Andriy Yarmolenko']
"Sep 18, 2012",Montpellier,Arsenal,1:2,Group B,"[""9'""]",['Younès Belhanda'],"[""16'"", ""18'""]","['Lukas Podolski', 'Gervinho']"
"Sep 18, 2012",Olympiacos,FC Schalke 04,1:2,Group B,"[""58'""]",['Djamel Abdoun'],"[""41'"", ""59'""]","['Benedikt Höwedes', 'Klaas-Jan Huntelaar']"
"Oct 3, 2012",Arsenal,Olympiacos,3:1,Group B,"[""42'"", ""56'"", ""90+4'""]","['Gervinho', 'Lukas Podolski', 'Aaron Ramsey']","[""45+1'""]",['Konstantinos Mitroglou']
"Oct 3, 2012",FC Schalke 04,Montpellier,2:2,Group B,"[""26'"", ""53'""]","['Julian Draxler', 'Klaas-Jan Huntelaar']","[""13'"", ""90'""]","['Karim Aït-Fana', 'Souleymane Camara']"
"Oct 24, 2012",Arsenal,FC Schalke 04,0:2,Group B,[],[],"[""76'"", ""86'""]","['Klaas-Jan Huntelaar', 'Ibrahim Afellay']"
"Oct 24, 2012",Montpellier,Olympiacos,1:2,Group B,"[""49'""]",['Gaëtan Charbonnier'],"[""73'"", ""90+1'""]","['Vasilios Torosidis', 'Konstantinos Mitroglou']"
"Nov 6, 2012",FC Schalke 04,Arsenal,2:2,Group B,"[""45+2'"", ""67'""]","['Klaas-Jan Huntelaar', 'Jefferson Farfán']","[""18'"", ""26'""]","['Theo Walcott', 'Olivier Giroud']"
"Nov 6, 2012",Olympiacos,Montpellier,3:1,Group B,"[""4'"", ""80'"", ""82'""]","['Paulo Machado', 'Leandro Greco', 'Konstantinos Mitroglou']","[""67'""]",['Younès Belhanda']
"Nov 21, 2012",FC Schalke 04,Olympiacos,1:0,Group B,"[""77'""]",['Christian Fuchs'],[],[]
"Nov 21, 2012",Arsenal,Montpellier,2:0,Group B,"[""49'"", ""63'""]","['Jack Wilshere', 'Lukas Podolski']",[],[]
"Dec 4, 2012",Olympiacos,Arsenal,2:1,Group B,"[""64'"", ""73'""]","['Giannis Maniatis', 'Konstantinos Mitroglou']","[""38'""]",['Tomas Rosicky']
"Dec 4, 2012",Montpellier,FC Schalke 04,1:1,Group B,"[""59'""]",['Emanuel Herrera'],"[""56'""]",['Benedikt Höwedes']
"Sep 18, 2012",Málaga CF,Zenit S-Pb,3:0,Group C,"[""3'"", ""13'"", ""76'""]","['Isco', 'Javier Saviola', 'Isco']",[],[]
"Sep 18, 2012",AC Milan,RSC Anderlecht,0:0,Group C,[],[],[],[]
"Oct 3, 2012",Zenit S-Pb,AC Milan,2:3,Group C,"[""45+2'"", ""49'""]","['Hulk', 'Roman Shirokov']","[""13'"", ""16'"", ""75'""]","['Urby Emanuelson', 'Stephan El Shaarawy', 'Tomas Hubocan']"
"Oct 3, 2012",RSC Anderlecht,Málaga CF,0:3,Group C,[],[],"[""45+1'"", ""56'"", ""64'""]","['Eliseu', 'Joaquín', 'Eliseu']"
"Oct 24, 2012",Zenit S-Pb,RSC Anderlecht,1:0,Group C,"[""72'""]",['Aleksandr Kerzhakov'],[],[]
"Oct 24, 2012",Málaga CF,AC Milan,1:0,Group C,"[""64'""]",['Joaquín'],[],[]
"Nov 6, 2012",RSC Anderlecht,Zenit S-Pb,1:0,Group C,"[""17'""]",['Dieumerci Mbokani'],[],[]
"Nov 6, 2012",AC Milan,Málaga CF,1:1,Group C,"[""73'""]",['Alexandre Pato'],"[""40'""]",['Eliseu']
"Nov 21, 2012",Zenit S-Pb,Málaga CF,2:2,Group C,"[""49'"", ""86'""]","['Danny', 'Viktor Faizulin']","[""8'"", ""9'""]","['Diego Buonanotte', 'Sebastián Fernández']"
"Nov 21, 2012",RSC Anderlecht,AC Milan,1:3,Group C,"[""78'""]",['Tom De Sutter'],"[""47'"", ""71'"", ""90+1'""]","['Stephan El Shaarawy', 'Philippe Mexès', 'Alexandre Pato']"
"Dec 4, 2012",AC Milan,Zenit S-Pb,0:1,Group C,[],[],"[""35'""]",['Danny']
"Dec 4, 2012",Málaga CF,RSC Anderlecht,2:2,Group C,"[""45'"", ""61'""]","['Duda', 'Duda']","[""50'"", ""89'""]","['Milan Jovanovic', 'Dieumerci Mbokani']"
"Sep 18, 2012",Real Madrid,Man City,3:2,Group D,"[""76'"", ""87'"", ""90'""]","['Marcelo', 'Karim Benzema', 'Cristiano Ronaldo']","[""68'"", ""85'""]","['Edin Dzeko', 'Aleksandar Kolarov']"
"Sep 18, 2012",Bor. Dortmund,Ajax,1:0,Group D,"[""87'""]",['Robert Lewandowski'],[],[]
"Oct 3, 2012",Ajax,Real Madrid,1:4,Group D,"[""56'""]",['Niklas Moisander'],"[""42'"", ""48'"", ""79'"", ""81'""]","['Cristiano Ronaldo', 'Karim Benzema', 'Cristiano Ronaldo', 'Cristiano Ronaldo']"
"Oct 3, 2012",Man City,Bor. Dortmund,1:1,Group D,"[""90'""]",['Mario Balotelli'],"[""61'""]",['Marco Reus']
"Oct 24, 2012",Bor. Dortmund,Real Madrid,2:1,Group D,"[""36'"", ""64'""]","['Robert Lewandowski', 'Marcel Schmelzer']","[""38'""]",['Cristiano Ronaldo']
"Oct 24, 2012",Ajax,Man City,3:1,Group D,"[""45'"", ""57'"", ""68'""]","['Siem de Jong', 'Niklas Moisander', 'Christian Eriksen']","[""22'""]",['Samir Nasri']
"Nov 6, 2012",Man City,Ajax,2:2,Group D,"[""22'"", ""74'""]","['Yaya Touré', 'Sergio Agüero']","[""10'"", ""17'""]","['Siem de Jong', 'Siem de Jong']"
"Nov 6, 2012",Real Madrid,Bor. Dortmund,2:2,Group D,"[""34'"", ""89'""]","['Pepe', 'Mesut Özil']","[""28'"", ""45'""]","['Marco Reus', 'Álvaro Arbeloa']"
"Nov 21, 2012",Man City,Real Madrid,1:1,Group D,"[""73'""]",['Sergio Agüero'],"[""10'""]",['Karim Benzema']
"Nov 21, 2012",Ajax,Bor. Dortmund,1:4,Group D,"[""86'""]",['Danny Hoesen'],"[""8'"", ""36'"", ""41'"", ""67'""]","['Marco Reus', 'Mario Götze', 'Robert Lewandowski', 'Robert Lewandowski']"
"Dec 4, 2012",Bor. Dortmund,Man City,1:0,Group D,"[""57'""]",['Julian Schieber'],[],[]
"Dec 4, 2012",Real Madrid,Ajax,4:1,Group D,"[""13'"", ""28'"", ""49'"", ""88'""]","['Cristiano Ronaldo', 'José Callejón', 'Kaká', 'José Callejón']","[""59'""]",['Derk Boerrigter']
"Sep 19, 2012",Chelsea,Juventus,2:2,Group E,"[""31'"", ""33'""]","['Oscar', 'Oscar']","[""38'"", ""80'""]","['Arturo Vidal', 'Fabio Quagliarella']"
"Sep 19, 2012",Shakhtar D.,Nordsjaelland,2:0,Group E,"[""44'"", ""76'""]","['Henrikh Mkhitaryan', 'Henrikh Mkhitaryan']",[],[]
"Oct 2, 2012",Nordsjaelland,Chelsea,0:4,Group E,[],[],"[""33'"", ""79'"", ""82'"", ""89'""]","['Juan Mata', 'David Luiz', 'Juan Mata', 'Ramires']"
"Oct 2, 2012",Juventus,Shakhtar D.,1:1,Group E,"[""25'""]",['Leonardo Bonucci'],"[""23'""]",['Alex Teixeira']
"Oct 23, 2012",Nordsjaelland,Juventus,1:1,Group E,"[""50'""]",['Mikkel Beckmann'],"[""81'""]",['Mirko Vucinic']
"Oct 23, 2012",Shakhtar D.,Chelsea,2:1,Group E,"[""3'"", ""52'""]","['Alex Teixeira', 'Fernandinho']","[""88'""]",['Oscar']
"Nov 7, 2012",Chelsea,Shakhtar D.,3:2,Group E,"[""6'"", ""40'"", ""90+4'""]","['Fernando Torres', 'Oscar', 'Victor Moses']","[""9'"", ""47'""]","['Willian', 'Willian']"
"Nov 7, 2012",Juventus,Nordsjaelland,4:0,Group E,"[""6'"", ""23'"", ""37'"", ""75'""]","['Claudio Marchisio', 'Arturo Vidal', 'Sebastian Giovinco', 'Fabio Quagliarella']",[],[]
"Nov 20, 2012",Juventus,Chelsea,3:0,Group E,"[""38'"", ""61'"", ""90+1'""]","['Fabio Quagliarella', 'Arturo Vidal', 'Sebastian Giovinco']",[],[]
"Nov 20, 2012",Nordsjaelland,Shakhtar D.,2:5,Group E,"[""24'"", ""29'""]","['Morten Nordstrand', 'Kasper Lorentzen']","[""26'"", ""44'"", ""50'"", ""53'"", ""81'""]","['Luiz Adriano', 'Willian', 'Willian', 'Luiz Adriano', 'Luiz Adriano']"
"Dec 5, 2012",Chelsea,Nordsjaelland,6:1,Group E,"[""38'"", ""45+2'"", ""51'"", ""56'"", ""63'"", ""71'""]","['David Luiz', 'Fernando Torres', 'Gary Cahill', 'Fernando Torres', 'Juan Mata', 'Oscar']","[""46'""]",['Joshua John']
"Dec 5, 2012",Shakhtar D.,Juventus,0:1,Group E,[],[],"[""58'""]",['Oleksandr Kucher']
"Sep 19, 2012",Bayern Munich,Valencia,2:1,Group F,"[""38'"", ""76'""]","['Bastian Schweinsteiger', 'Toni Kroos']","[""90+1'""]",['Nelson Haedo Valdez']
"Sep 19, 2012",LOSC Lille,BATE Borisov,1:3,Group F,"[""60'""]",['Aurélien Chedjou'],"[""6'"", ""20'"", ""43'""]","['Aleksandr Volodko', 'Vitaliy Rodionov', 'Edgar Olekhnovich']"
"Oct 2, 2012",BATE Borisov,Bayern Munich,3:1,Group F,"[""23'"", ""78'"", ""90+4'""]","['Aleksandr Pavlov', 'Vitaliy Rodionov', 'Renan Bressan']","[""90+1'""]",['Franck Ribéry']
"Oct 2, 2012",Valencia,LOSC Lille,2:0,Group F,"[""38'"", ""75'""]","['Jonas', 'Jonas']",[],[]
"Oct 23, 2012",LOSC Lille,Bayern Munich,0:1,Group F,[],[],"[""20'""]",['Thomas Müller']
"Oct 23, 2012",BATE Borisov,Valencia,0:3,Group F,[],[],"[""45+1'"", ""55'"", ""69'""]","['Roberto Soldado', 'Roberto Soldado', 'Roberto Soldado']"
"Nov 7, 2012",Bayern Munich,LOSC Lille,6:1,Group F,"[""5'"", ""18'"", ""23'"", ""28'"", ""33'"", ""66'""]","['Bastian Schweinsteiger', 'Claudio Pizarro', 'Arjen Robben', 'Claudio Pizarro', 'Claudio Pizarro', 'Toni Kroos']","[""58'""]",['Salomon Kalou']
"Nov 7, 2012",Valencia,BATE Borisov,4:2,Group F,"[""26'"", ""29'"", ""51'"", ""86'""]","['Jonas', 'Roberto Soldado', 'Sofiane Feghouli', 'Sofiane Feghouli']","[""53'"", ""83'""]","['Renan Bressan', 'Dmitriy Mozolevskiy']"
"Nov 20, 2012",BATE Borisov,LOSC Lille,0:2,Group F,[],[],"[""14'"", ""31'""]","['Djibril Sidibé', 'Gianni Bruno']"
"Nov 20, 2012",Valencia,Bayern Munich,1:1,Group F,"[""77'""]",['Sofiane Feghouli'],"[""82'""]",['Thomas Müller']
"Dec 5, 2012",Bayern Munich,BATE Borisov,4:1,Group F,"[""22'"", ""54'"", ""66'"", ""83'""]","['Mario Gómez', 'Thomas Müller', 'Xherdan Shaqiri', 'David Alaba']","[""89'""]",['Egor Filipenko']
"Dec 5, 2012",LOSC Lille,Valencia,0:1,Group F,[],[],"[""35'""]",['Jonas']
"Sep 19, 2012",Celtic,Benfica,0:0,Group G,[],[],[],[]
"Sep 19, 2012",Barcelona,Spartak Moscow,3:2,Group G,"[""14'"", ""71'"", ""80'""]","['Cristian Tello', 'Lionel Messi', 'Lionel Messi']","[""29'"", ""58'""]","['Dani Alves', 'Rômulo']"
"Oct 2, 2012",Spartak Moscow,Celtic,2:3,Group G,"[""41'"", ""48'""]","['Emmanuel Emenike', 'Emmanuel Emenike']","[""14'"", ""71'"", ""90'""]","['Gary Hooper', 'Dmitriy Kombarov', 'Georgios Samaras']"
"Oct 2, 2012",Benfica,Barcelona,0:2,Group G,[],[],"[""6'"", ""55'""]","['Alexis Sánchez', 'Cesc Fàbregas']"
"Oct 23, 2012",Spartak Moscow,Benfica,2:1,Group G,"[""3'"", ""43'""]","['Rafael Carioca', 'Jardel']","[""32'""]",['Lima']
"Oct 23, 2012",Barcelona,Celtic,2:1,Group G,"[""45'"", ""90+4'""]","['Andrés Iniesta', 'Jordi Alba']","[""18'""]",['Georgios Samaras']
"Nov 7, 2012",Celtic,Barcelona,2:1,Group G,"[""21'"", ""83'""]","['Victor Wanyama', 'Tony Watt']","[""90+1'""]",['Lionel Messi']
"Nov 7, 2012",Benfica,Spartak Moscow,2:0,Group G,"[""55'"", ""69'""]","['Óscar Cardozo', 'Óscar Cardozo']",[],[]
"Nov 20, 2012",Spartak Moscow,Barcelona,0:3,Group G,[],[],"[""16'"", ""27'"", ""39'""]","['Dani Alves', 'Lionel Messi', 'Lionel Messi']"
"Nov 20, 2012",Benfica,Celtic,2:1,Group G,"[""7'"", ""71'""]","['Ola John', 'Ezequiel Garay']","[""31'""]",['Georgios Samaras']
"Dec 5, 2012",Barcelona,Benfica,0:0,Group G,[],[],[],[]
"Dec 5, 2012",Celtic,Spartak Moscow,2:1,Group G,"[""21'"", ""82'""]","['Gary Hooper', 'Kris Commons']","[""39'""]",['Ari']
"Sep 19, 2012",Man Utd,Galatasaray,1:0,Group H,"[""7'""]",['Michael Carrick'],[],[]
"Sep 19, 2012",SC Braga,CFR Cluj,0:2,Group H,[],[],"[""19'"", ""34'""]","['Rafael Bastos', 'Rafael Bastos']"
"Oct 2, 2012",CFR Cluj,Man Utd,1:2,Group H,"[""14'""]",['Pantelis Kapetanos'],"[""29'"", ""49'""]","['Robin van Persie', 'Robin van Persie']"
"Oct 2, 2012",Galatasaray,SC Braga,0:2,Group H,[],[],"[""27'"", ""90+4'""]","['Rúben Micael', 'Alan']"
"Oct 23, 2012",Man Utd,SC Braga,3:2,Group H,"[""25'"", ""62'"", ""75'""]","['Chicharito', 'Jonny Evans', 'Chicharito']","[""2'"", ""20'""]","['Alan', 'Alan']"
"Oct 23, 2012",Galatasaray,CFR Cluj,1:1,Group H,"[""76'""]",['Burak Yılmaz'],"[""19'""]",['Dany Nounkeu']
"Nov 7, 2012",SC Braga,Man Utd,1:3,Group H,"[""49'""]",['Alan'],"[""80'"", ""84'"", ""90+2'""]","['Robin van Persie', 'Wayne Rooney', 'Chicharito']"
"Nov 7, 2012",CFR Cluj,Galatasaray,1:3,Group H,"[""53'""]",['Modou Sougou'],"[""18'"", ""61'"", ""74'""]","['Burak Yılmaz', 'Burak Yılmaz', 'Burak Yılmaz']"
"Nov 20, 2012",Galatasaray,Man Utd,1:0,Group H,"[""53'""]",['Burak Yılmaz'],[],[]
"Nov 20, 2012",CFR Cluj,SC Braga,3:1,Group H,"[""7'"", ""15'"", ""33'""]","['Rui Pedro', 'Rui Pedro', 'Rui Pedro']","[""17'""]",['Alan']
"Dec 5, 2012",SC Braga,Galatasaray,1:2,Group H,"[""32'""]",['Márcio Mossoró'],"[""58'"", ""78'""]","['Burak Yılmaz', 'Aydın Yılmaz']"
"Dec 5, 2012",Man Utd,CFR Cluj,0:1,Group H,[],[],"[""55'""]",['Luís Alberto']
"Feb 12, 2013",Valencia,Paris SG,1:2,Last 16 Leg 1,"[""90'""]",['Adil Rami'],"[""10'"", ""43'""]","['Ezequiel Lavezzi', 'Javier Pastore']"
"Feb 12, 2013",Celtic,Juventus,0:3,Last 16 Leg 1,[],[],"[""3'"", ""77'"", ""83'""]","['Alessandro Matri', 'Claudio Marchisio', 'Mirko Vucinic']"
"Feb 13, 2013",Shakhtar D.,Bor. Dortmund,2:2,Last 16 Leg 1,"[""31'"", ""68'""]","['Darijo Srna', 'Douglas Costa']","[""41'"", ""87'""]","['Robert Lewandowski', 'Mats Hummels']"
"Feb 13, 2013",Real Madrid,Man Utd,1:1,Last 16 Leg 1,"[""30'""]",['Cristiano Ronaldo'],"[""20'""]",['Danny Welbeck']
"Feb 19, 2013",Arsenal,Bayern Munich,1:3,Last 16 Leg 1,"[""55'""]",['Lukas Podolski'],"[""7'"", ""21'"", ""77'""]","['Toni Kroos', 'Thomas Müller', 'Mario Mandžukić']"
"Feb 19, 2013",FC Porto,Málaga CF,1:0,Last 16 Leg 1,"[""56'""]",['João Moutinho'],[],[]
"Feb 20, 2013",Galatasaray,FC Schalke 04,1:1,Last 16 Leg 1,"[""12'""]",['Burak Yılmaz'],"[""45'""]",['Jermaine Jones']
"Feb 20, 2013",AC Milan,Barcelona,2:0,Last 16 Leg 1,"[""57'"", ""81'""]","['Kevin-Prince Boateng', 'Sulley Muntari']",[],[]
"Mar 5, 2013",Bor. Dortmund,Shakhtar D.,3:0,Last 16 Leg 2,"[""31'"", ""37'"", ""59'""]","['Felipe Santana', 'Mario Götze', 'Jakub Blaszczykowski']",[],[]
"Mar 5, 2013",Man Utd,Real Madrid,1:2,Last 16 Leg 2,"[""48'""]",['Sergio Ramos'],"[""66'"", ""69'""]","['Luka Modric', 'Cristiano Ronaldo']"
"Mar 6, 2013",Paris SG,Valencia,1:1,Last 16 Leg 2,"[""66'""]",['Ezequiel Lavezzi'],"[""55'""]",['Jonas']
"Mar 6, 2013",Juventus,Celtic,2:0,Last 16 Leg 2,"[""24'"", ""65'""]","['Alessandro Matri', 'Fabio Quagliarella']",[],[]
"Mar 12, 2013",FC Schalke 04,Galatasaray,2:3,Last 16 Leg 2,"[""17'"", ""63'""]","['Roman Neustädter', 'Michel Bastos']","[""37'"", ""42'"", ""90+5'""]","['Hamit Altıntop', 'Burak Yılmaz', 'Umut Bulut']"
"Mar 12, 2013",Barcelona,AC Milan,4:0,Last 16 Leg 2,"[""5'"", ""40'"", ""55'"", ""90+2'""]","['Lionel Messi', 'Lionel Messi', 'David Villa', 'Jordi Alba']",[],[]
"Mar 13, 2013",Bayern Munich,Arsenal,0:2,Last 16 Leg 2,[],[],"[""3'"", ""85'""]","['Olivier Giroud', 'Laurent Koscielny']"
"Mar 13, 2013",Málaga CF,FC Porto,2:0,Last 16 Leg 2,"[""43'"", ""77'""]","['Isco', 'Roque Santa Cruz']",[],[]
"Apr 2, 2013",Paris SG,Barcelona,2:2,Quarter Finals Leg 1,"[""80'"", ""90+4'""]","['Zlatan Ibrahimović', 'Blaise Matuidi']","[""38'"", ""89'""]","['Lionel Messi', 'Xavi']"
"Apr 2, 2013",Bayern Munich,Juventus,2:0,Quarter Finals Leg 1,"[""1'"", ""63'""]","['David Alaba', 'Thomas Müller']",[],[]
"Apr 3, 2013",Málaga CF,Bor. Dortmund,0:0,Quarter Finals Leg 1,[],[],[],[]
"Apr 3, 2013",Real Madrid,Galatasaray,3:0,Quarter Finals Leg 1,"[""9'"", ""29'"", ""73'""]","['Cristiano Ronaldo', 'Karim Benzema', 'Gonzalo Higuaín']",[],[]
"Apr 9, 2013",Bor. Dortmund,Málaga CF,3:2,Quarter Finals Leg 2,"[""40'"", ""90+1'"", ""90+3'""]","['Robert Lewandowski', 'Marco Reus', 'Felipe Santana']","[""25'"", ""82'""]","['Joaquín', 'Eliseu']"
"Apr 9, 2013",Galatasaray,Real Madrid,3:2,Quarter Finals Leg 2,"[""58'"", ""71'"", ""72'""]","['Emmanuel Eboué', 'Wesley Sneijder', 'Didier Drogba']","[""8'"", ""90+2'""]","['Cristiano Ronaldo', 'Cristiano Ronaldo']"
"Apr 10, 2013",Barcelona,Paris SG,1:1,Quarter Finals Leg 2,"[""71'""]",['Pedro'],"[""50'""]",['Javier Pastore']
"Apr 10, 2013",Juventus,Bayern Munich,0:2,Quarter Finals Leg 2,[],[],"[""64'"", ""90+1'""]","['Mario Mandžukić', 'Claudio Pizarro']"
"Apr 23, 2013",Bayern Munich,Barcelona,4:0,Semi Finals Leg 1,"[""25'"", ""49'"", ""73'"", ""82'""]","['Thomas Müller', 'Mario Gómez', 'Arjen Robben', 'Thomas Müller']",[],[]
"Apr 24, 2013",Bor. Dortmund,Real Madrid,4:1,Semi Finals Leg 1,"[""8'"", ""50'"", ""55'"", ""67'""]","['Robert Lewandowski', 'Robert Lewandowski', 'Robert Lewandowski', 'Robert Lewandowski']","[""43'""]",['Cristiano Ronaldo']
"Apr 30, 2013",Real Madrid,Bor. Dortmund,2:0,Semi Finals Leg 2,"[""82'"", ""88'""]","['Karim Benzema', 'Sergio Ramos']",[],[]
"May 1, 2013",Barcelona,Bayern Munich,0:3,Semi Finals Leg 2,[],[],"[""48'"", ""72'"", ""76'""]","['Arjen Robben', 'Gerard Piqué', 'Thomas Müller']"
"May 25, 2013",Bor. Dortmund,Bayern Munich,1:2,Final,"[""67'""]",['İlkay Gündoğan'],"[""60'"", ""89'""]","['Mario Mandžukić', 'Arjen Robben']"
"Sep 17, 2013",Man Utd,B. Leverkusen,4:2,Group A,"[""22'"", ""59'"", ""70'"", ""79'""]","['Wayne Rooney', 'Robin van Persie', 'Wayne Rooney', 'Antonio Valencia']","[""54'"", ""88'""]","['Simon Rolfes', 'Ömer Toprak']"
"Sep 17, 2013",Real Sociedad,Shakhtar D.,0:2,Group A,[],[],"[""65'"", ""87'""]","['Alex Teixeira', 'Alex Teixeira']"
"Oct 2, 2013",Shakhtar D.,Man Utd,1:1,Group A,"[""76'""]",['Taison'],"[""18'""]",['Danny Welbeck']
"Oct 2, 2013",B. Leverkusen,Real Sociedad,2:1,Group A,"[""45'"", ""90'""]","['Simon Rolfes', 'Jens Hegeler']","[""51'""]",['Carlos Vela']
"Oct 23, 2013",B. Leverkusen,Shakhtar D.,4:0,Group A,"[""22'"", ""50'"", ""57'"", ""72'""]","['Stefan Kießling', 'Simon Rolfes', 'Sidney Sam', 'Stefan Kießling']",[],[]
"Oct 23, 2013",Man Utd,Real Sociedad,1:0,Group A,"[""2'""]",['Iñigo Martínez'],[],[]
"Nov 5, 2013",Real Sociedad,Man Utd,0:0,Group A,[],[],[],[]
