Date,Home Team,Away Team,Result,Stage,Scoresheet_Home,Scorer_Home,Scoresheet_Away,Scorer_Away
"Nov 25, 1992",Rangers,Marseille,2:2,Group A,"[""79'"", ""81'""]","['Gary McSwegan', 'Mark Hateley']","[""31'"", ""57'""]","['Alen Boksic', 'Rudi Völler']"
"Nov 25, 1992",Club Brugge,CSKA Moscow,1:0,Group A,"[""16'""]",['Daniel Amokachi'],[],[]
"Dec 9, 1992",CSKA Moscow,Rangers,0:1,Group A,[],[],"[""13'""]",['Ian Ferguson']
"Dec 9, 1992",Marseille,Club Brugge,3:0,Group A,"[""4'"", ""10'"", ""25'""]","['Franck Sauzée', 'Alen Boksic', 'Alen Boksic']",[],[]
"Mar 3, 1993",Club Brugge,Rangers,1:1,Group A,"[""44'""]",['Tomasz Dziubinski'],"[""72'""]",['Pieter Huistra']
"Mar 3, 1993",CSKA Moscow,Marseille,1:1,Group A,"[""56'""]",['Ilshat Faizulin'],"[""28'""]",['Abédi Pelé']
"Mar 17, 1993",Rangers,Club Brugge,2:1,Group A,"[""39'"", ""75'""]","['Ian Durrant', 'Scott Nisbet']","[""55'""]",['Lorenzo Staelens']
"Mar 17, 1993",Marseille,CSKA Moscow,6:0,Group A,"[""5'"", ""34'"", ""43'"", ""49'"", ""71'"", ""79'""]","['Franck Sauzée', 'Franck Sauzée', 'Abédi Pelé', 'Franck Sauzée', 'Jean-Marc Ferreri', 'Marcel Desailly']",[],[]
"Apr 7, 1993",CSKA Moscow,Club Brugge,1:2,Group A,"[""18'""]",['Oleg Sergeev'],"[""43'"", ""85'""]","['Marc Schaessens', 'Gert Verheyen']"
"Apr 7, 1993",Marseille,Rangers,1:1,Group A,"[""16'""]",['Franck Sauzée'],"[""52'""]",['Ian Durrant']
"Apr 21, 1993",Rangers,CSKA Moscow,0:0,Group A,[],[],[],[]
"Apr 21, 1993",Club Brugge,Marseille,0:1,Group A,[],[],"[""2'""]",['Alen Boksic']
"Nov 25, 1992",FC Porto,PSV Eindhoven,2:2,Group B,"[""35'"", ""75'""]","['Jaime Magalhães', 'Zé Carlos']","[""43'"", ""60'""]","['Romário', 'Romário']"
"Nov 25, 1992",Milan,IFK Göteborg,4:0,Group B,"[""33'"", ""52'"", ""61'"", ""63'""]","['Marco van Basten', 'Marco van Basten', 'Marco van Basten', 'Marco van Basten']",[],[]
"Dec 9, 1992",IFK Göteborg,FC Porto,1:0,Group B,"[""86'""]",['Peter Eriksson'],[],[]
"Dec 9, 1992",PSV Eindhoven,Milan,1:2,Group B,"[""65'""]",['Romário'],"[""19'"", ""62'""]","['Frank Rijkaard', 'Marco Simone']"
"Mar 3, 1993",FC Porto,Milan,0:1,Group B,[],[],"[""71'""]",['Jean-Pierre Papin']
"Mar 3, 1993",PSV Eindhoven,IFK Göteborg,1:3,Group B,"[""7'""]",['Arthur Numan'],"[""19'"", ""34'"", ""44'""]","['Mikael Nilsson', 'Johnny Ekström', 'Johnny Ekström']"
"Mar 17, 1993",IFK Göteborg,PSV Eindhoven,3:0,Group B,"[""2'"", ""44'"", ""48'""]","['Mikael Nilsson', 'Johnny Ekström', 'Mikael Martinsson']",[],[]
"Mar 17, 1993",Milan,FC Porto,1:0,Group B,"[""31'""]",['Stefano Eranio'],[],[]
"Apr 7, 1993",IFK Göteborg,Milan,0:1,Group B,[],[],"[""70'""]",['Daniele Massaro']
"Apr 7, 1993",PSV Eindhoven,FC Porto,0:1,Group B,[],[],"[""71'""]",['Zé Carlos']
"Apr 21, 1993",FC Porto,IFK Göteborg,2:0,Group B,"[""42'"", ""56'""]","['Zé Carlos', 'Ion Timofte']",[],[]
"Apr 21, 1993",Milan,PSV Eindhoven,2:0,Group B,"[""5'"", ""19'""]","['Marco Simone', 'Marco Simone']",[],[]
"Sep 16, 1992",M. Tel Aviv,Club Brugge,0:1,First Round Leg 1,[],[],"[""35'""]",['Lorenzo Staelens']
"Sep 16, 1992",Slo. Bratislava,Ferencváros,4:1,First Round Leg 1,"[""20'"", ""52'"", ""55'"", ""82'""]","['Pavol Gostic', 'Peter Dubovský', 'Peter Dubovský', 'Stanislav Moravec']","[""75'""]",['Péter Lipcsei']
"Sep 16, 1992",AEK Athens,APOEL Nicosia,1:1,First Round Leg 1,"[""41'""]",['Alexis Alexandris'],"[""75'""]",['Loukas Chatziloukas']
"Sep 16, 1992",FC Kuusysi,FC Dinamo,1:0,First Round Leg 1,"[""16'""]",['Jari Rinne'],[],[]
"Sep 16, 1992",IFK Göteborg,Besiktas,2:0,First Round Leg 1,"[""71'"", ""82'""]","['Kaj Eskelinen', 'Johnny Ekström']",[],[]
"Sep 16, 1992",Lech Poznan,Skonto,2:0,First Round Leg 1,"[""27'"", ""39'""]","['Miroslaw Trzeciak', 'Jerzy Podbrozny']",[],[]
"Sep 16, 1992",Víkingur,CSKA Moscow,0:1,First Round Leg 1,[],[],"[""75'""]",['Dmitriy Karsakov']
"Sep 16, 1992",Austria Vienna,CSKA Sofia,3:1,First Round Leg 1,"[""16'"", ""82'"", ""90'""]","['Ralph Hasenhüttl', 'Robertas Fridrikas', 'Walter Kogler']","[""58'""]",['Vanyo Shishkov']
"Sep 16, 1992",Rangers,Lyngby BK,2:0,First Round Leg 1,"[""39'"", ""67'""]","['Mark Hateley', 'Pieter Huistra']",[],[]
"Sep 16, 1992",Glentoran,Marseille,0:5,First Round Leg 1,[],[],"[""4'"", ""21'"", ""30'"", ""42'"", ""84'""]","['Rudi Völler', 'Rafa Martín Vázquez', 'Rafa Martín Vázquez', 'Franck Sauzée', 'Jean-Marc Ferreri']"
"Sep 16, 1992",FC Sion,Tavriya,4:1,First Round Leg 1,"[""17'"", ""35'"", ""73'"", ""77'""]","['Marc Hottiger', 'Túlio Maravilha', 'Túlio Maravilha', 'Assis']","[""85'""]",['Sergey Shevchenko']
"Sep 16, 1992",VfB Stuttgart,Leeds,3:0,First Round Leg 1,"[""63'"", ""68'"", ""83'""]","['Fritz Walter', 'Fritz Walter', 'Andreas Buck']",[],[]
"Sep 16, 1992",PSV Eindhoven,Zalgiris,6:0,First Round Leg 1,"[""24'"", ""36'"", ""59'"", ""64'"", ""66'"", ""79'""]","['Erwin Koeman', 'Juul Ellerman', 'Juul Ellerman', 'Juul Ellerman', 'Wim Kieft', 'Arthur Numan']",[],[]
"Sep 16, 1992",Milan,NK Olimpija,4:0,First Round Leg 1,"[""5'"", ""7'"", ""50'"", ""65'""]","['Marco van Basten', 'Demetrio Albertini', 'Marco van Basten', 'Jean-Pierre Papin']",[],[]
"Sep 16, 1992",Union Luxemburg,FC Porto,1:4,First Round Leg 1,"[""63'""]",['Frank Deville'],"[""41'"", ""47'"", ""51'"", ""90'""]","['Semedo', 'Fernando Couto', 'Toni', 'Domingos Paciência']"
"Sep 16, 1992",Barcelona,Viking,1:0,First Round Leg 1,"[""87'""]",['Guillermo Amor'],[],[]
"Sep 30, 1992",FC Dinamo,FC Kuusysi,2:0 AET,First Round Leg 2,"[""63'"", ""116'""]","['Gabor Gerstenmaier', 'Sulejman Demollari']",[],[]
"Sep 30, 1992",Skonto,Lech Poznan,0:0,First Round Leg 2,[],[],[],[]
"Sep 30, 1992",Zalgiris,PSV Eindhoven,0:2,First Round Leg 2,[],[],"[""26'"", ""39'""]","['Arthur Numan', 'Romário']"
"Sep 30, 1992",CSKA Moscow,Víkingur,4:2,First Round Leg 2,"[""21'"", ""34'"", ""44'"", ""87'""]","['Oleg Sergeev', 'Dmitriy Karsakov', 'Aleksandr Grishin', 'Mikhail Kolesnikov']","[""30'"", ""73'""]","['Atli Einarsson', 'Gudmundur Steinsson']"
"Sep 30, 1992",Lyngby BK,Rangers,0:1,First Round Leg 2,[],[],"[""85'""]",['Ian Durrant']
"Sep 30, 1992",Tavriya,FC Sion,1:3,First Round Leg 2,"[""69'""]",['Sergey Shevchenko'],"[""67'"", ""77'"", ""89'""]","['Túlio Maravilha', 'Túlio Maravilha', 'Dominique Herr']"
"Sep 30, 1992",Marseille,Glentoran,3:0,First Round Leg 2,"[""6'"", ""12'"", ""72'""]","['François Omam-Biyik', 'Abédi Pelé', 'Basile Boli']",[],[]
"Sep 30, 1992",Ferencváros,Slo. Bratislava,0:0,First Round Leg 2,[],[],[],[]
"Sep 30, 1992",Leeds,VfB Stuttgart,3:0,First Round Leg 2,"[""18'"", ""39'"", ""67'"", ""80'""]","['Gary Speed', 'Gary McAllister', 'Eric Cantona', 'Lee Chapman']","[""34'""]",['Andreas Buck']
"Sep 30, 1992",CSKA Sofia,Austria Vienna,3:2,First Round Leg 2,"[""2'"", ""60'"", ""73'""]","['Kiril Metkov', 'Ivaylo Andonov', 'Stefan Draganov']","[""28'"", ""67'""]","['Thomas Flögel', 'Valdas Ivanauskas']"
"Sep 30, 1992",APOEL Nicosia,AEK Athens,2:2,First Round Leg 2,"[""77'"", ""84'""]","['Sinisa Gogic', 'Kostas Fasouliotis']","[""30'"", ""70'""]","['Refik Sabanadzovic', 'Vasilios Dimitriadis']"
"Sep 30, 1992",FC Porto,Union Luxemburg,5:0,First Round Leg 2,"[""16'"", ""26'"", ""35'"", ""61'"", ""67'""]","['Emil Kostadinov', 'Toni', 'Emil Kostadinov', 'Toni', 'Zé Carlos']",[],[]
"Sep 30, 1992",Club Brugge,M. Tel Aviv,3:0,First Round Leg 2,"[""56'"", ""76'"", ""83'""]","['Lorenzo Staelens', 'Gert Verheyen', 'Gert Verheyen']",[],[]
"Sep 30, 1992",Viking,Barcelona,0:0,First Round Leg 2,[],[],[],[]
"Sep 30, 1992",NK Olimpija,Milan,0:3,First Round Leg 2,[],[],"[""31'"", ""48'"", ""85'""]","['Daniele Massaro', 'Frank Rijkaard', 'Mauro Tassotti']"
"Sep 30, 1992",Besiktas,IFK Göteborg,2:1,First Round Leg 2,"[""26'"", ""73'""]","['Metin Tekin', 'Feyyaz Uçar']","[""10'""]",['Kaj Eskelinen']
"Oct 9, 1992",VfB Stuttgart,Leeds,1:2,First Round Replay,"[""39'""]",['André Golke'],"[""33'"", ""77'""]","['Gordon Strachan', 'Carl-Steven Shutt']"
"Oct 21, 1992",AEK Athens,PSV Eindhoven,1:0,Second Round Leg 1,"[""53'""]",['Vasilios Dimitriadis'],[],[]
"Oct 21, 1992",FC Dinamo,Marseille,0:0,Second Round Leg 1,[],[],[],[]
"Oct 21, 1992",IFK Göteborg,Lech Poznan,1:0,Second Round Leg 1,"[""87'""]",['Patrik Bengtsson'],[],[]
"Oct 21, 1992",Rangers,Leeds,2:1,Second Round Leg 1,"[""21'"", ""37'""]","['John Lukic', 'Ally McCoist']","[""1'""]",['Gary McAllister']
"Oct 21, 1992",CSKA Moscow,Barcelona,1:1,Second Round Leg 1,"[""18'""]",['Aleksandr Grishin'],"[""59'""]",['Txiki Begiristain']
"Oct 21, 1992",Slo. Bratislava,Milan,0:1,Second Round Leg 1,[],[],"[""61'""]",['Paolo Maldini']
"Oct 21, 1992",FC Sion,FC Porto,2:2,Second Round Leg 1,"[""55'"", ""60'""]","['Davide Orlando', 'Assis']","[""80'"", ""83'""]","['Semedo', 'Fernando Couto']"
"Oct 21, 1992",Club Brugge,Austria Vienna,2:0,Second Round Leg 1,"[""22'"", ""41'""]","['Gert Verheyen', 'Foeke Booy']",[],[]
"Nov 4, 1992",Lech Poznan,IFK Göteborg,0:3,Second Round Leg 2,[],[],"[""28'"", ""47'"", ""82'""]","['Johnny Ekström', 'Mikael Nilsson', 'Hakan Mild']"
"Nov 4, 1992",Marseille,FC Dinamo,2:0,Second Round Leg 2,"[""32'"", ""67'""]","['Alen Boksic', 'Alen Boksic']",[],[]
"Nov 4, 1992",Leeds,Rangers,1:2,Second Round Leg 2,"[""85'""]",['Eric Cantona'],"[""2'"", ""59'""]","['Mark Hateley', 'Ally McCoist']"
"Nov 4, 1992",Austria Vienna,Club Brugge,3:1,Second Round Leg 2,"[""49'"", ""73'"", ""90'""]","['Manfred Zsak', 'Robertas Fridrikas', 'Ralph Hasenhüttl']","[""64'""]",['Stephan Van Der Heyden']
"Nov 4, 1992",PSV Eindhoven,AEK Athens,3:0,Second Round Leg 2,"[""5'"", ""51'"", ""84'""]","['Romário', 'Romário', 'Romário']",[],[]
"Nov 4, 1992",FC Porto,FC Sion,4:0,Second Round Leg 2,"[""50'"", ""63'"", ""85'"", ""87'""]","['Jorge Costa', 'Emil Kostadinov', 'Domingos Paciência', 'Jaime Magalhães']",[],[]
"Nov 4, 1992",Milan,Slo. Bratislava,4:0,Second Round Leg 2,"[""29'"", ""30'"", ""50'"", ""72'""]","['Zvonimir Boban', 'Frank Rijkaard', 'Marco Simone', 'Jean-Pierre Papin']",[],[]
"Nov 4, 1992",Barcelona,CSKA Moscow,2:3,Second Round Leg 2,"[""12'"", ""31'""]","['Miguel Ángel Nadal', 'Txiki Begiristain']","[""44'"", ""57'"", ""61'""]","['Evgeniy Bushmanov', 'Denis Mashkarin', 'Dmitriy Karsakov']"
"May 26, 1993",Marseille,Milan,1:0,Final,"[""44'""]",['Basile Boli'],[],[]
"Nov 24, 1993",Monaco,Spartak Moscow,4:1,Group A,"[""17'"", ""41'"", ""62'"", ""89'""]","['Jürgen Klinsmann', 'Victor Ikpeba', 'Youri Djorkaeff', 'Lilian Thuram']","[""49'""]",['Nikolay Pisarev']
"Nov 24, 1993",Galatasaray,Barcelona,0:0,Group A,[],[],[],[]
"Dec 8, 1993",Barcelona,Monaco,2:0,Group A,"[""15'"", ""26'""]","['Txiki Begiristain', 'Txiki Begiristain']",[],[]
"Dec 8, 1993",Spartak Moscow,Galatasaray,0:0,Group A,[],[],[],[]
"Mar 2, 1994",Spartak Moscow,Barcelona,2:2,Group A,"[""77'"", ""88'""]","['Sergey Rodionov', 'Valeriy Karpin']","[""11'"", ""66'""]","['Hristo Stoichkov', 'Romário']"
"Mar 2, 1994",Monaco,Galatasaray,3:0,Group A,"[""36'"", ""41'"", ""56'""]","['Enzo Scifo', 'Youri Djorkaeff', 'Jürgen Klinsmann']",[],[]
"Mar 16, 1994",Barcelona,Spartak Moscow,5:1,Group A,"[""33'"", ""75'"", ""77'"", ""80'"", ""86'""]","['Hristo Stoichkov', 'Guillermo Amor', 'Ronald Koeman', 'Ronald Koeman', 'Romário']","[""3'""]",['Valeriy Karpin']
"Mar 16, 1994",Galatasaray,Monaco,0:2,Group A,[],[],"[""54'"", ""88'""]","['Enzo Scifo', 'Jérôme Gnako']"
"Mar 30, 1994",Spartak Moscow,Monaco,0:0,Group A,[],[],[],[]
"Mar 30, 1994",Barcelona,Galatasaray,3:0,Group A,"[""22'"", ""66'"", ""77'""]","['Guillermo Amor', 'Ronald Koeman', 'Eusebio']",[],[]
"Apr 13, 1994",Monaco,Barcelona,0:1,Group A,[],[],"[""13'""]",['Hristo Stoichkov']
"Apr 13, 1994",Galatasaray,Spartak Moscow,1:2,Group A,"[""86'""]",['Cihat Arslan'],"[""55'"", ""83'""]","['Viktor Onopko', 'Valeriy Karpin']"
"Nov 24, 1993",FC Porto,Werder Bremen,3:2,Group B,"[""7'"", ""34'"", ""82'""]","['Domingos Paciência', 'Rui Jorge', 'Zé Carlos']","[""85'"", ""86'""]","['Bernd Hobsch', 'Wynton Rufer']"
"Nov 24, 1993",RSC Anderlecht,Milan,0:0,Group B,[],[],[],[]
"Dec 1, 1993",Milan,FC Porto,3:0,Group B,"[""16'"", ""39'"", ""63'""]","['Florin Răducioiu', 'Christian Panucci', 'Daniele Massaro']",[],[]
"Dec 8, 1993",Werder Bremen,RSC Anderlecht,5:3,Group B,"[""66'"", ""72'"", ""80'"", ""83'"", ""89'""]","['Wynton Rufer', 'Rune Bratseth', 'Bernd Hobsch', 'Marco Bode', 'Wynton Rufer']","[""16'"", ""18'"", ""33'""]","['Philippe Albert', 'Danny Boffin', 'Danny Boffin']"
"Mar 2, 1994",Milan,Werder Bremen,2:1,Group B,"[""48'"", ""68'""]","['Paolo Maldini', 'Dejan Savicevic']","[""54'""]",['Mario Basler']
"Mar 2, 1994",RSC Anderlecht,FC Porto,1:0,Group B,"[""88'""]",['Luc Nilis'],[],[]
"Mar 16, 1994",Werder Bremen,Milan,1:1,Group B,"[""52'""]",['Wynton Rufer'],"[""74'""]",['Dejan Savicevic']
"Mar 16, 1994",FC Porto,RSC Anderlecht,2:0,Group B,"[""9'"", ""90'""]","['Ljubinko Drulovic', 'Secretário']",[],[]
"Mar 30, 1994",Werder Bremen,FC Porto,0:5,Group B,[],[],"[""11'"", ""35'"", ""70'"", ""74'"", ""89'""]","['Rui Filipe', 'Emil Kostadinov', 'Secretário', 'Domingos Paciência', 'Ion Timofte']"
"Mar 30, 1994",Milan,RSC Anderlecht,0:0,Group B,[],[],[],[]
"Apr 13, 1994",RSC Anderlecht,Werder Bremen,1:2,Group B,"[""45'""]",['John Bosman'],"[""33'"", ""65'""]","['Marco Bode', 'Marco Bode']"
"Apr 13, 1994",FC Porto,Milan,0:0,Group B,[],[],[],[]
"Sep 15, 1993",Rangers,Levski Sofia,3:2,First Round Leg 1,"[""45'"", ""58'"", ""78'""]","['Dave McPherson', 'Mark Hateley', 'Mark Hateley']","[""79'"", ""83'""]","['Daniel Borimirov', 'Nikolay Todorov']"
"Sep 15, 1993",ÍA Akranes,Feyenoord,1:0,First Round Leg 1,"[""75'""]",['Ólafur Thórdarson'],[],[]
"Sep 15, 1993",HJK Helsinki,RSC Anderlecht,0:3,First Round Leg 1,[],[],"[""50'"", ""77'"", ""84'""]","['John Bosman', 'Bruno Versavel', 'Danny Boffin']"
"Sep 15, 1993",Honvéd FC,Man Utd,2:3,First Round Leg 1,"[""41'"", ""69'""]","['József Szabados', 'István Stefanov']","[""9'"", ""42'"", ""44'""]","['Roy Keane', 'Roy Keane', 'Eric Cantona']"
"Sep 15, 1993",FC Porto,Floriana,2:0,First Round Leg 1,"[""8'"", ""78'""]","['Emil Kostadinov', 'Semedo']",[],[]
"Sep 15, 1993",Rosenborg,Austria Vienna,3:1,First Round Leg 1,"[""27'"", ""34'"", ""41'""]","['Rune Tangen', 'Øyvind Leonhardsen', 'Kalle Löken']","[""32'""]",['Manfred Zsak']
"Sep 15, 1993",Steaua Bucharest,Croatia Zagreb,1:2,First Round Leg 1,"[""34'""]",['Basarab Panduru'],"[""15'"", ""62'""]","['Igor Cvitanovic', 'Josko Jelicic']"
"Sep 15, 1993",AIK,Sparta Prague,1:0,First Round Leg 1,"[""36'""]",['Dick Lidman'],[],[]
"Sep 15, 1993",Dynamo Kyiv,Barcelona,3:1,First Round Leg 1,"[""6'"", ""45'"", ""56'""]","['Pavlo Shkapenko', 'Viktor Leonenko', 'Viktor Leonenko']","[""27'""]",['Ronald Koeman']
"Sep 15, 1993",Lech Poznan,B. Jerusalem,3:0,First Round Leg 1,"[""8'"", ""32'"", ""60'""]","['Kazimierz Moskal', 'Jerzy Podbrozny', 'Miroslaw Trzeciak']",[],[]
"Sep 15, 1993",Monaco,AEK Athens,1:0,First Round Leg 1,"[""80'""]",['Michalis Vlachos'],[],[]
"Sep 15, 1993",Skonto,Spartak Moscow,0:5,First Round Leg 1,[],[],"[""2'"", ""7'"", ""40'"", ""42'"", ""61'""]","['Sergiy Pogodin', 'Sergey Rodionov', 'Sergey Rodionov', 'Sergey Rodionov', 'Vladimir Beschastnykh']"
"Sep 15, 1993",Galatasaray,Cork City,2:1,First Round Leg 1,"[""34'"", ""52'""]","['Kubilay Türkyilmaz', 'Arif Erdem']","[""62'""]",['Falko Götz']
"Sep 15, 1993",Linfield,FC Copenhagen,3:0,First Round Leg 1,"[""38'"", ""43'"", ""60'""]","['Garry Haylock', 'John McConnell', 'Ritchie Johnston']",[],[]
"Sep 15, 1993",FC Aarau,Milan,0:1,First Round Leg 1,[],[],"[""54'""]",['Jean-Pierre Papin']
"Sep 16, 1993",Werder Bremen,Dinamo Minsk,5:2,First Round Leg 1,"[""26'"", ""32'"", ""55'"", ""60'"", ""90'""]","['Bernd Hobsch', 'Bernd Hobsch', 'Wynton Rufer', 'Bernd Hobsch', 'Wynton Rufer']","[""51'"", ""76'""]","['Sergey Gerasimets', 'Valeriy Velichko']"
"Sep 28, 1993",Croatia Zagreb,Steaua Bucharest,2:3,First Round Leg 2,"[""8'"", ""71'""]","['Goran Vlaovic', 'Zeljko Adzic']","[""40'"", ""49'"", ""61'""]","['Basarab Panduru', 'Ion Vlădoiu', 'Ion Vlădoiu']"
"Sep 29, 1993",Austria Vienna,Rosenborg,4:1,First Round Leg 2,"[""12'"", ""49'"", ""73'"", ""81'""]","['Arminas Narbekovas', 'Manfred Schmid', 'Manfred Zsak', 'Walter Kogler']","[""32'""]",['Tore André Dahlum']
"Sep 29, 1993",Dinamo Minsk,Werder Bremen,1:1,First Round Leg 2,"[""41'""]",['Valentin Belkevich'],"[""81'""]",['Wynton Rufer']
"Sep 29, 1993",Sparta Prague,AIK,2:0,First Round Leg 2,"[""15'"", ""81'""]","['Horst Siegl', 'Horst Siegl']",[],[]
"Sep 29, 1993",Barcelona,Dynamo Kyiv,4:1,First Round Leg 2,"[""9'"", ""17'"", ""47'"", ""67'""]","['Michael Laudrup', 'José Mari Bakero', 'José Mari Bakero', 'Ronald Koeman']","[""28'""]",['Sergiy Rebrov']
"Sep 29, 1993",B. Jerusalem,Lech Poznan,2:4,First Round Leg 2,"[""12'"", ""73'""]","['Eli Ohana', 'Yaakov Schwartz']","[""4'"", ""24'"", ""31'"", ""70'""]","['Damian Lukasik', 'Miroslaw Trzeciak', 'Jerzy Podbrozny', 'Jacek Dembiński']"
"Sep 29, 1993",AEK Athens,Monaco,1:1,First Round Leg 2,"[""12'""]",['Zoran Sliskovic'],"[""5'""]",['Youri Djorkaeff']
"Sep 29, 1993",Levski Sofia,Rangers,2:1,First Round Leg 2,"[""36'"", ""90'""]","['Nasko Sirakov', 'Nikolay Todorov']","[""43'""]",['Ian Durrant']
"Sep 29, 1993",Feyenoord,ÍA Akranes,3:0,First Round Leg 2,"[""26'"", ""61'"", ""79'""]","['Errol Refos', 'Mike Obiku', 'Regi Blinker']",[],[]
"Sep 29, 1993",RSC Anderlecht,HJK Helsinki,3:0,First Round Leg 2,"[""16'"", ""21'"", ""42'""]","['Luc Nilis', 'Luc Nilis', 'Luc Nilis']",[],[]
"Sep 29, 1993",Man Utd,Honvéd FC,2:1,First Round Leg 2,"[""55'"", ""64'""]","['Steve Bruce', 'Steve Bruce']","[""78'""]",['István Sallói']
"Sep 29, 1993",Floriana,FC Porto,0:0,First Round Leg 2,[],[],[],[]
"Sep 29, 1993",Cork City,Galatasaray,0:1,First Round Leg 2,[],[],"[""76'""]",['Kubilay Türkyilmaz']
"Sep 29, 1993",Spartak Moscow,Skonto,4:0,First Round Leg 2,"[""5'"", ""14'"", ""39'"", ""89'""]","['Ilya Tsymbalar', 'Nikolay Pisarev', 'Ilya Tsymbalar', 'Viktor Onopko']",[],[]
"Sep 29, 1993",FC Copenhagen,Linfield,4:0 AET,First Round Leg 2,"[""2'"", ""26'"", ""90'"", ""96'""]","['Peter Möller', 'Martin Johansen', 'Lars Højer', 'Kim Mikkelsen']",[],[]
"Sep 29, 1993",Milan,FC Aarau,0:0,First Round Leg 2,[],[],[],[]
"Oct 20, 1993",Levski Sofia,Werder Bremen,2:2,Second Round Leg 1,"[""75'"", ""90'""]","['Zlatko Yankov', 'Gosho Ginchev']","[""50'"", ""52'""]","['Marco Bode', 'Wynton Rufer']"
"Oct 20, 1993",Lech Poznan,Spartak Moscow,1:5,Second Round Leg 1,"[""44'""]",['Jerzy Podbrozny'],"[""8'"", ""10'"", ""30'"", ""53'"", ""62'""]","['Nikolay Pisarev', 'Valeriy Karpin', 'Viktor Onopko', 'Viktor Onopko', 'Nikolay Pisarev']"
"Oct 20, 1993",Barcelona,Austria Vienna,3:0,Second Round Leg 1,"[""39'"", ""69'"", ""89'""]","['Ronald Koeman', 'Ronald Koeman', 'Quique Estebaranz']",[],[]
"Oct 20, 1993",Sparta Prague,RSC Anderlecht,0:1,Second Round Leg 1,[],[],"[""74'""]",['Luc Nilis']
"Oct 20, 1993",Monaco,Steaua Bucharest,4:1,Second Round Leg 1,"[""50'"", ""52'"", ""64'"", ""75'""]","['Victor Ikpeba', 'Jürgen Klinsmann', 'Jürgen Klinsmann', 'Victor Ikpeba']","[""22'""]",['Ilie Dumitrescu']
"Oct 20, 1993",FC Porto,Feyenoord,1:0,Second Round Leg 1,"[""90'""]",['Domingos Paciência'],[],[]
"Oct 20, 1993",Man Utd,Galatasaray,3:3,Second Round Leg 1,"[""3'"", ""14'"", ""80'""]","['Bryan Robson', 'Hakan Şükür', 'Eric Cantona']","[""16'"", ""32'"", ""64'""]","['Arif Erdem', 'Kubilay Türkyilmaz', 'Kubilay Türkyilmaz']"
"Oct 20, 1993",FC Copenhagen,Milan,0:6,Second Round Leg 1,[],[],"[""1'"", ""5'"", ""16'"", ""44'"", ""61'"", ""72'""]","['Jean-Pierre Papin', 'Marco Simone', 'Marco Simone', 'Brian Laudrup', 'Alessandro Orlando', 'Jean-Pierre Papin']"
"Nov 3, 1993",Werder Bremen,Levski Sofia,1:0,Second Round Leg 2,"[""73'""]",['Mario Basler'],[],[]
"Nov 3, 1993",Spartak Moscow,Lech Poznan,2:1,Second Round Leg 2,"[""7'"", ""81'""]","['Valeriy Karpin', 'Dmitriy Khlestov']","[""30'""]",['Jacek Dembiński']
"Nov 3, 1993",Milan,FC Copenhagen,1:0,Second Round Leg 2,"[""45'""]",['Jean-Pierre Papin'],[],[]
"Nov 3, 1993",Austria Vienna,Barcelona,1:2,Second Round Leg 2,"[""39'""]",['Andreas Ogris'],"[""5'"", ""78'""]","['Hristo Stoichkov', 'Hristo Stoichkov']"
"Nov 3, 1993",RSC Anderlecht,Sparta Prague,4:2,Second Round Leg 2,"[""2'"", ""47'"", ""73'"", ""87'""]","['John Bosman', 'Luc Nilis', 'Luc Nilis', 'Bruno Versavel']","[""17'"", ""69'""]","['Viktor Dvirnyk', 'Viktor Dvirnyk']"
"Nov 3, 1993",Steaua Bucharest,Monaco,1:0,Second Round Leg 2,"[""85'""]",['Ilie Dumitrescu'],[],[]
"Nov 3, 1993",Feyenoord,FC Porto,0:0,Second Round Leg 2,[],[],[],[]
"Nov 3, 1993",Galatasaray,Man Utd,0:0,Second Round Leg 2,[],[],[],[]
"Apr 27, 1994",Barcelona,FC Porto,3:0,Semi Finals,"[""10'"", ""35'"", ""73'""]","['Hristo Stoichkov', 'Hristo Stoichkov', 'Ronald Koeman']",[],[]
"Apr 27, 1994",Milan,Monaco,3:0,Semi Finals,"[""13'"", ""48'"", ""66'""]","['Marcel Desailly', 'Demetrio Albertini', 'Daniele Massaro']",[],[]
"May 18, 1994",Milan,Barcelona,4:0,Final,"[""22'"", ""45'"", ""47'"", ""58'""]","['Daniele Massaro', 'Daniele Massaro', 'Dejan Savicevic', 'Marcel Desailly']",[],[]
"Sep 14, 1994",Man Utd,IFK Göteborg,4:2,Group A,"[""33'"", ""48'"", ""65'"", ""70'""]","['Ryan Giggs', 'Andrey Kanchelskis', 'Ryan Giggs', 'Lee Sharpe']","[""27'"", ""50'""]","['Stefan Pettersson', 'Stefan Rehn']"
"Sep 14, 1994",Barcelona,Galatasaray,2:1,Group A,"[""30'"", ""50'""]","['Ronald Koeman', 'Guillermo Amor']","[""14'""]",['Kubilay Türkyilmaz']
"Sep 28, 1994",IFK Göteborg,Barcelona,2:1,Group A,"[""73'"", ""88'""]","['Magnus Erlingmark', 'Jesper Blomqvist']","[""10'""]",['Hristo Stoichkov']
"Sep 28, 1994",Galatasaray,Man Utd,0:0,Group A,[],[],[],[]
"Oct 19, 1994",Man Utd,Barcelona,2:2,Group A,"[""19'"", ""79'""]","['Mark Hughes', 'Lee Sharpe']","[""33'"", ""49'""]","['Romário', 'José Mari Bakero']"
